commit_hash,commit_timestamp,commit_user,commit_message,file_changed
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/.DS_Store
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/__init__.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/api/__init__.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/api/celery_task.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/api/deps.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/api/v1/__init__.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/api/v1/api.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/api/v1/endpoints/__init__.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/api/v1/endpoints/cache.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/api/v1/endpoints/chat.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/api/v1/endpoints/group.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/api/v1/endpoints/login.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/api/v1/endpoints/natural_language.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/api/v1/endpoints/periodic_tasks.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/api/v1/endpoints/report.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/api/v1/endpoints/role.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/api/v1/endpoints/sql.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/api/v1/endpoints/user.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/core/__init__.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/core/authz.polar
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/core/authz.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/core/celery.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/core/config.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/core/security.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/crud/__init__.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/crud/base_crud.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/crud/group_crud.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/crud/image_media_crud.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/crud/role_crud.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/crud/user_crud.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/db/.DS_Store
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/db/__init__.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/db/init_db.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/db/session.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/deps/celery_deps.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/deps/group_deps.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/deps/role_deps.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/deps/user_deps.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/initial_data.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/main.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/models/__init__.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/models/base_uuid_model.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/models/conversation_model.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/models/group_model.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/models/group_user_model.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/models/image_media_model.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/models/media_model.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/models/message_model.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/models/role_model.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/models/user_model.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/schemas/common_schema.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/schemas/execution_schema.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/schemas/group_schema.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/schemas/image_media_schema.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/schemas/media_schema.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/schemas/message_schema.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/schemas/response_schema.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/schemas/role_schema.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/schemas/sql_schema.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/schemas/token_schema.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/schemas/user_schema.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/services/sql_chat/prompts.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/services/sql_chat/sql_chat.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/utils/__init__.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/utils/exceptions/__init__.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/utils/exceptions/common_exception.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/utils/exceptions/user_exceptions.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/utils/fastapi_globals.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/utils/map_schema.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/utils/minio_client.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/utils/partial.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/utils/print_model.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/utils/requestvars.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/utils/resize_image.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/utils/snowflake.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/utils/sql.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/utils/streaming.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/utils/token.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/app/utils/uuid6.py
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/poetry.lock
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/poetry.toml
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",backend/app/pyproject.toml
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",caddy/Caddyfile
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",docker-compose-dev.yml
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",docker-compose.yml
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/.dockerignore
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/.env.example
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/.eslintrc.json
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/.gitignore
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/Dockerfile
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/next.config.mjs
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/package.json
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/pnpm-lock.yaml
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/postcss.config.cjs
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/prettier.config.cjs
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/public/catalog-bg.png
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/public/favicon.ico
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/public/protocol-chat.webp
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/CodeBlock.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/ConversationView/ClearConversationButton/ClearConversationConfirmModal.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/ConversationView/ClearConversationButton/index.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/ConversationView/Header.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/ConversationView/MessageTextarea.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/ConversationView/MessageView.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/ConversationView/ThreeDotsLoader.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/ConversationView/index.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/CustomIcons/AgentIcon.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/CustomIcons/BcgX.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/CustomIcons/GammaSpinner.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/DarkmodeSwitch.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/DataStorageBanner.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/EmptyView.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/ExecutionView/DataTableView.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/ExecutionView/ExecutionWarningBanner.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/ExecutionView/NotificationView.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/Icon.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/QueryDrawer.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/Sidebar.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/SqlSnippet.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/UpdateConversationModal.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/kit/Dropdown.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/kit/Modal.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/kit/Select.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/kit/TextField.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/components/kit/Tooltip.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/env.mjs
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/hooks/useDarkmode.ts
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/middleware.js
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/pages/_app.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/pages/api/auth/[...nextauth].ts
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/pages/index.tsx
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/server/auth.ts
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/server/githubEnterprise.ts
647c6aa6c28aa8c3f31a21c7a6247b3deb0e9881,05-09-2023 07:44:56,Jakob Heyder,"Protocol app v0, t3 nextjs template, fastapi async template",frontend/src/store/assistants.ts
